Year,Genre,Sentence
1991,Novels,"There is an internal landscape, a geography of the soul; we search for its outlines all our lives."
1889,Novels,"As the master of the Indian Spring school emerged from the pine woods into the little clearing before the school-house, he stopped whistling, put his hat less jauntily on his head, threw away some wild flowers he had gathered on his way, and otherwise assumed the severe demeanor of his profession and his mature agewhich was at least twenty."
1953,Novels,The past is a foreign country: they do things differently there.
2024,Novels,"London November 4, 1885 It is a sad day, indeed, when even an orgy does not interest me."
1961,Novels,"Once upon a time, there was a Martian named Valentine Michael Smith."
1961,Novels,It was love at first sight.
1974,Novels,I get the willies when I see closed doors.
1926,Novels,Robert Cohn was once middleweight boxing champion of Princeton.
1929,Novels,"In the late summer of that year we lived in a house in a village that looked across the river and the plain to the mountains. In the bed of the river there were pebbles and boulders, dry and white in the sun, and the water was clear and swiftly moving and blue in the channels. Troops went by the house and down the road and the dust they raised powdered the leaves of the trees. The trunks of the trees too were dusty and the leaves fell early that year and we saw the troops marching along the road and the dust rising and leaves, stirred by the breeze, falling and the soldiers marching and afterward the road bare and white except for the leaves."
1940,Novels,"He lay flat on the brown, pine-needled floor of the forest, his chin on his folded arms, and high overhead the wind blew in the tops of the pine trees."
1952,Novels,He was an old man who fished alone in a skiff in the Gulf Stream and he had gone eighty-four days now without taking a fish.
2020,Novels,I have a fatal flaw.
2021,Novels,"On vacation, you can be anyone you want."
2022,Novels,"When books are your lifeor in my case, your jobyou get pretty good at guessing where a story is going."
2023,Novels,The worst smell in the world is dead badger.
1927,Novels,"The day had gone by just as days go by. I had killed it in accordance with my primitive and retiring way of life. I had worked for an hour or two and perused the pages of old books. I had had pains for two hours, as elderly people do. I had taken a powder and been very glad when the pains consented to disappear. I had lain in a hot bath and absorbed its kindly warmth. Three times the mail had come with undesired letters and circulars to look through. I had done my breathing exercises, but found it convenient today to omit the thought exercises. I had been for an hours walk and seen the loveliest feathery cloud patterns penciled against the sky. That was very delightful. So was the reading of old books. So was the lying in the warm bath."
1975,Novels,"At precisely one oclock on the morning of Saturday, 6, November 1943, Heinrich Himmler, Reichfuhrer of the SS and Chief of state Police, received a simple message: The Eagle has landed."
1950,Novels,"The train tore along with an angry, irregular rhythm. It was having to stop at smaller and more frequent stations, where it would wait impatiently for a moment, then attack the prairie again."
1955,Novels,"Tom glanced behind him and saw the man coming out of the Green Cage, heading his way. Tom walked faster. There was no doubt the man was after him. Tom had noticed him five minutes ago, eyeing him carefully from a table, as if he werent quite sure, but almost. He had looked sure enough for Tom to down his drink in a hurry, pay and get out."
1960,Novels,"It was jealousy that kept David from sleeping, drove him from a tousled bed out of the dark and silent boarding house to walk the streets."
2013,Novels,"There was something fucked up about a job where cocaine was overlooked, but cigarettes would get you fired."
2022,Novels,"Theres a time and place for erect nipples, but the back of a Seattle police car definitely isnt it."
1933,Novels,"Cigars had burned low, and we were beginning to sample the disillusionment that usually afflicts old school friends who meet again as men and find themselves with less in common than they used to think."
1934,Novels,"When you are getting on in years (but not ill, of course), you get very sleepy at times, and the hours seem to pass like lazy cattle moving across a landscape."
2006,Novels,"Five weeks before Kirsten Wallers body was found in a clifftop cottage in Cornwall, Grace Hobden cleared away the lunch, checked to make sure her three children were playing on the climbing frame at the bottom of the garden, then went indoors to murder her husband."
